alignment,beat_of_occurrence,crash_date,crash_day_of_week,crash_hour,crash_month,crash_record_id,crash_type,damage,device_condition,first_crash_type,latitude,lighting_condition,longitude,num_units,posted_speed_limit,prim_contributory_cause,road_defect,roadway_surface_cond,sec_contributory_cause,street_direction,street_no,traffic_control_device,trafficway_type,weather_condition,private_property_i,hit_and_run_i,intersection_related_i,crash_date_est_i,work_zone_i,workers_present_i,veh_count,ppl_count,veh_area_01_i_list_json,veh_area_02_i_list_json,veh_area_12_i_list_json,veh_crash_date_list_json,veh_crash_unit_id_list_json,veh_first_contact_point_list_json,veh_lic_plate_state_list_json,veh_make_list_json,veh_maneuver_list_json,veh_model_list_json,veh_occupant_cnt_list_json,veh_travel_direction_list_json,veh_unit_no_list_json,veh_unit_type_list_json,veh_vehicle_defect_list_json,veh_vehicle_id_list_json,veh_vehicle_type_list_json,veh_vehicle_use_list_json,veh_vehicle_year_list_json,veh_area_03_i_list_json,veh_area_04_i_list_json,veh_area_11_i_list_json,veh_towed_by_list_json,veh_towed_i_list_json,veh_area_07_i_list_json,veh_area_99_i_list_json,veh_area_09_i_list_json,veh_area_10_i_list_json,veh_cmrc_veh_i_list_json,veh_num_passengers_list_json,veh_area_08_i_list_json,veh_area_00_i_list_json,veh_area_05_i_list_json,veh_area_06_i_list_json,veh_towed_to_list_json,ppl_age_list_json,ppl_airbag_deployed_list_json,ppl_bac_result_list_json,ppl_city_list_json,ppl_crash_date_list_json,ppl_driver_action_list_json,ppl_driver_vision_list_json,ppl_drivers_license_class_list_json,ppl_drivers_license_state_list_json,ppl_ejection_list_json,ppl_hospital_list_json,ppl_person_id_list_json,ppl_person_type_list_json,ppl_physical_condition_list_json,ppl_safety_equipment_list_json,ppl_sex_list_json,ppl_state_list_json,ppl_vehicle_id_list_json,ppl_zipcode_list_json,ppl_ems_agency_list_json,ppl_seat_no_list_json,ppl_pedpedal_action_list_json,ppl_pedpedal_location_list_json,ppl_pedpedal_visibility_list_json,ppl_ems_run_no_list_json,year,month,hour,day,is_weekend,hour_bin,lat_bin,lng_bin,grid_id,ppl_age_mean,ppl_age_min,ppl_age_max,prim_contributory_cause_group,ksi_flag
STRAIGHT AND LEVEL,114,2025-10-10 21:40:00,6,21,10,091AC54A3658F99DBB881A743CDED7F940A6CA338F828F34A66DCAC1F659B776A6750431C71881E977BE0FB545C0B25D747BDA0D50D19C284070050DF039E566,NO INJURY / DRIVE AWAY,"OVER $1,500",NO CONTROLS,TURNING,41.8807655219,"DARKNESS, LIGHTED ROAD",-87.6171036473,2,30,IMPROPER TURNING/NO SIGNAL,NO DEFECTS,DRY,UNABLE TO DETERMINE,S,105,TRAFFIC SIGNAL,FOUR WAY,CLEAR,0.0,1.0,0.0,0.0,0.0,1.0,1,1,"[""Y""]",[],"[""Y""]","[""2025-10-10T21:40:00.000""]","[""2167924"", ""2167925""]","[""FRONT"", ""UNKNOWN""]","[""IL"", ""XX""]","[""AUDI"", ""UNKNOWN""]","[""SLOW/STOP IN TRAFFIC"", ""TURNING RIGHT""]","[""MOTORIZED"", ""S4""]","[""1""]","[""S""]","[""1"", ""2""]","[""DRIVER""]","[""NONE"", ""UNKNOWN""]","[""2066558"", ""2066562""]","[""PASSENGER"", ""UNKNOWN/NA""]","[""NOT IN USE"", ""PERSONAL""]","[""2013""]",[],[],"[""Y""]",[],[],[],"[""Y""]",[],[],[],[],[],[],[],[],[],['17'],"[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""TEST NOT OFFERED""]","[""CHICAGO""]","[""2025-10-10T21:40:00.000""]","[""IMPROPER TURN"", ""NONE""]","[""NOT OBSCURED"", ""UNKNOWN""]",[],"[""IL""]","[""NONE""]",[],"[""O2167924"", ""O2167925""]","[""DRIVER""]","[""NORMAL"", ""UNKNOWN""]","[""NONE PRESENT"", ""USAGE UNKNOWN""]","[""M"", ""X""]","[""IL""]","[""2066558"", ""2066562""]","[""60638""]",[],[],[],[],[],[],2025,10,21,10,False,evening,41.88,-87.62,41.88_-87.62,17.0,17,17,OTHER,0
"CURVE, LEVEL",114,2025-10-10 21:30:00,6,21,10,A32ABFD779B6002F896DB8875AFE2887CD400E486B76B3D4CAAFF2406558873154B812F8ADBA3EE535B3C79CD3E88CE346C4A19A8CE76CA90CFE32FFE0D2427A,NO INJURY / DRIVE AWAY,"OVER $1,500",FUNCTIONING PROPERLY,TURNING,41.8745581664,"DARKNESS, LIGHTED ROAD",-87.6243160232,2,30,FOLLOWING TOO CLOSELY,NO DEFECTS,DRY,NOT APPLICABLE,S,598,TRAFFIC SIGNAL,NOT DIVIDED,CLEAR,0.0,0.0,1.0,0.0,0.0,1.0,1,2,[],[],[],"[""2025-10-10T21:30:00.000""]","[""2169465"", ""2169466""]","[""FRONT-LEFT-CORNER"", ""REAR-RIGHT-CORNER""]","[""IL"", ""IN""]","[""DODGE"", ""LAND ROVER""]","[""TURNING RIGHT""]","[""CHALLENGER"", ""LAND ROVER (SPORT)""]","[""1""]","[""N""]","[""1"", ""2""]","[""DRIVER""]","[""NONE""]","[""2068014"", ""2068022""]","[""PASSENGER"", ""SPORT UTILITY VEHICLE (SUV)""]","[""PERSONAL""]","[""2021""]",[],[],"[""Y""]",[],[],[],[],[],[],[],[],[],[],"[""Y""]",[],[],"['34', '54']","[""DID NOT DEPLOY""]","[""TEST NOT OFFERED""]","[""BONITA SPRINGINS"", ""FOREST PARK""]","[""2025-10-10T21:30:00.000""]","[""IMPROPER TURN"", ""NONE""]","[""NOT OBSCURED"", ""UNKNOWN""]","[""D"", ""E""]","[""FL"", ""IL""]","[""NONE""]",[],"[""O2169465"", ""O2169466""]","[""DRIVER""]","[""NORMAL"", ""UNKNOWN""]","[""SAFETY BELT USED""]","[""M""]","[""FL"", ""IL""]","[""2068014"", ""2068022""]","[""34134"", ""60130""]",[],[],[],[],[],[],2025,10,21,10,False,evening,41.87,-87.62,41.87_-87.62,44.0,34,54,FOLLOWING TOO CLOSELY,0
STRAIGHT AND LEVEL,1833,2025-10-10 21:30:00,6,21,10,7FFC733CD3AA49ED72F7C198AB3ACC994DBECC95BC1F59F2AB37E82BAEE419A828E9BEE8D5168A0338887E6DB770F95273D1E87CD20FB5BE137ED8CF73DB4955,NO INJURY / DRIVE AWAY,$500 OR LESS,NO CONTROLS,SIDESWIPE SAME DIRECTION,41.8967379478,DARKNESS,-87.6171449621,2,30,IMPROPER OVERTAKING/PASSING,NO DEFECTS,DRY,IMPROPER OVERTAKING/PASSING,N,760,NO CONTROLS,NOT DIVIDED,CLEAR,0.0,1.0,0.0,0.0,0.0,1.0,1,2,"[""Y""]",[],[],"[""2025-10-10T21:30:00.000""]","[""2167816"", ""2167817""]","[""FRONT-RIGHT-CORNER"", ""REAR-LEFT-CORNER""]","[""IL""]","[""FORD"", ""HONDA""]","[""PASSING/OVERTAKING"", ""STRAIGHT AHEAD""]","[""CIVIC"", ""F150""]","[""1""]","[""S""]","[""1"", ""2""]","[""DRIVER""]","[""NONE"", ""UNKNOWN""]","[""2066454"", ""2066457""]","[""PASSENGER"", ""PICKUP""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""2012"", ""2019""]",[],[],[],[],[],"[""Y""]",[],[],[],[],[],[],[],[],[],[],"['27', '29']","[""NOT APPLICABLE""]","[""TEST NOT OFFERED""]","[""CHICAGO""]","[""2025-10-10T21:30:00.000""]","[""IMPROPER LANE CHANGE"", ""NONE""]","[""UNKNOWN""]",[],"[""IL""]","[""NONE""]",[],"[""O2167816"", ""O2167817""]","[""DRIVER""]","[""NORMAL"", ""UNKNOWN""]","[""USAGE UNKNOWN""]","[""M""]","[""IL""]","[""2066454"", ""2066457""]","[""60620"", ""60637""]",[],[],[],[],[],[],2025,10,21,10,False,evening,41.9,-87.62,41.9_-87.62,28.0,27,29,OTHER,0
STRAIGHT AND LEVEL,811,2025-10-10 21:25:00,6,21,10,F74CE1B55A22788AB7392F10B41D352E87968833D8AC8507BB2720AD155E13E73E1E4A18726BA74E8D103870A1E2B6E1C33C4C21D9BF7BDE6154C44A14EC2F92,NO INJURY / DRIVE AWAY,"$501 - $1,500",NO CONTROLS,REAR END,41.7999489251,DARKNESS,-87.7625954115,2,30,IMPROPER BACKING,NO DEFECTS,DRY,NOT APPLICABLE,W,5601,NO CONTROLS,NOT DIVIDED,CLEAR,0.0,0.0,0.0,0.0,0.0,1.0,1,1,[],[],"[""Y""]","[""2025-10-10T21:25:00.000""]","[""2169050"", ""2169051""]","[""FRONT"", ""REAR""]","[""IL"", ""IN""]","[""HONDA"", ""UNKNOWN""]","[""BACKING"", ""SLOW/STOP IN TRAFFIC""]","[""ACCORD"", ""OTHER (EXPLAIN IN NARRATIVE)""]","[""1"", ""4""]","[""UNKNOWN""]","[""1"", ""2""]","[""DRIVER""]","[""NONE""]","[""2067642"", ""2067644""]","[""PASSENGER"", ""TRACTOR W/O SEMI-TRAILER""]","[""OTHER"", ""PERSONAL""]","[""2008""]",[],[],[],[],[],[],[],[],[],[],"[""3""]",[],"[""Y""]",[],[],[],['25'],"[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY"", ""NOT APPLICABLE""]","[""TEST NOT OFFERED""]",[],"[""2025-10-10T21:25:00.000""]","[""IMPROPER BACKING"", ""NONE""]","[""NOT OBSCURED"", ""UNKNOWN""]",[],"[""IL""]","[""NONE""]",[],"[""O2169050"", ""O2169051"", ""P478606"", ""P478607"", ""P478608""]","[""DRIVER"", ""PASSENGER""]","[""NORMAL"", ""UNKNOWN""]","[""CHILD RESTRAINT - FORWARD FACING"", ""SAFETY BELT USED"", ""USAGE UNKNOWN""]","[""F"", ""M""]",[],"[""2067642"", ""2067644""]",[],[],"[""3"", ""5"", ""6""]",[],[],[],[],2025,10,21,10,False,evening,41.8,-87.76,41.8_-87.76,25.0,25,25,OTHER,0
STRAIGHT AND LEVEL,2515,2025-10-10 21:20:00,6,21,10,3D8B258DC964E551D1D7F5CF6F3B7A790507FFAA4DCF763E7E911EFB7D53D0D852113917542F615C26103E94F5DFA6224C1EADCBA73665630C0171BD4053DBBC,NO INJURY / DRIVE AWAY,"OVER $1,500",NO CONTROLS,TURNING,41.9222475404,"DARKNESS, LIGHTED ROAD",-87.7660728053,2,30,IMPROPER TURNING/NO SIGNAL,NO DEFECTS,DRY,IMPROPER OVERTAKING/PASSING,N,2300,STOP SIGN/FLASHER,DIVIDED - W/MEDIAN (NOT RAISED),CLEAR,0.0,0.0,1.0,0.0,0.0,1.0,1,1,[],[],[],"[""2025-10-10T21:20:00.000""]","[""2167777"", ""2167778""]","[""FRONT-LEFT-CORNER"", ""SIDE-LEFT-REAR""]","[""IL""]","[""NISSAN""]","[""STRAIGHT AHEAD"", ""TURNING LEFT""]","[""OTHER (EXPLAIN IN NARRATIVE)"", ""ROGUE""]","[""1""]","[""N"", ""NE""]","[""1"", ""2""]","[""DRIVER""]","[""NONE""]","[""2066418"", ""2066419""]","[""PASSENGER"", ""SPORT UTILITY VEHICLE (SUV)""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""2013"", ""2023""]",[],[],"[""Y""]",[],[],"[""Y""]",[],[],"[""Y""]",[],[],"[""Y""]",[],[],[],[],['23'],"[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""TEST NOT OFFERED""]","[""CHICAGO""]","[""2025-10-10T21:20:00.000""]","[""IMPROPER TURN"", ""NONE""]","[""UNKNOWN""]","[""D""]","[""IL""]","[""NONE""]",[],"[""O2167777"", ""O2167778""]","[""DRIVER""]","[""NORMAL"", ""UNKNOWN""]","[""SAFETY BELT USED"", ""USAGE UNKNOWN""]","[""F""]","[""IL""]","[""2066418"", ""2066419""]","[""60707""]",[],[],[],[],[],[],2025,10,21,10,False,evening,41.92,-87.77,41.92_-87.77,23.0,23,23,OTHER,0
STRAIGHT AND LEVEL,1821,2025-10-10 21:15:00,6,21,10,9C74CB2B90313AFC3A519299E05F2DE410178513FA5B2A2E8710D4B54CDC8877E86E9F70C1FFE921DEFF48D580656ACFFE010215B9E884DC6E9433726D9E2A53,NO INJURY / DRIVE AWAY,"$501 - $1,500",FUNCTIONING PROPERLY,REAR TO FRONT,41.9038818267,"DARKNESS, LIGHTED ROAD",-87.6396108485,2,30,IMPROPER BACKING,UNKNOWN,DRY,IMPROPER BACKING,W,432,TRAFFIC SIGNAL,FOUR WAY,CLEAR,0.0,0.0,1.0,0.0,0.0,1.0,1,0,[],[],[],"[""2025-10-10T21:15:00.000""]","[""2167771"", ""2167772""]","[""FRONT-LEFT-CORNER"", ""REAR-RIGHT-CORNER""]","[""IL""]","[""INTERNATIONAL HARVESTER"", ""TOYOTA""]","[""BACKING"", ""SLOW/STOP IN TRAFFIC""]","[""HIGHLANDER"", ""INTERNATIONAL HARVESTER""]","[""1""]","[""E"", ""W""]","[""1"", ""2""]","[""DRIVER""]","[""UNKNOWN""]","[""2066407"", ""2066410""]","[""OTHER"", ""SPORT UTILITY VEHICLE (SUV)""]","[""OTHER"", ""PERSONAL""]",[],[],[],"[""Y""]",[],[],[],[],[],"[""Y""]",[],[],[],[],"[""Y""]","[""Y""]",[],[],"[""NOT APPLICABLE""]","[""TEST NOT OFFERED""]","[""FOREST PARK""]","[""2025-10-10T21:15:00.000""]","[""IMPROPER BACKING"", ""OTHER""]","[""NOT OBSCURED""]",[],"[""IL""]","[""NONE""]",[],"[""O2167771"", ""O2167772""]","[""DRIVER""]","[""NORMAL""]","[""USAGE UNKNOWN""]","[""M""]",[],"[""2066407"", ""2066410""]","[""60130"", ""60616""]",[],[],[],[],[],[],2025,10,21,10,False,evening,41.9,-87.64,41.9_-87.64,0.0,0,0,OTHER,0
STRAIGHT AND LEVEL,2515,2025-10-10 21:09:00,6,21,10,5B7F9173B37225985754EAE07C26BBF1D9FAA0DFF24D2476F81D2950EEEBA41643DCC073DAFA4C5701C2928106A659F009D3F0D4321E704A348736778DFC3EFB,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",NO CONTROLS,TURNING,41.9220756482,"DARKNESS, LIGHTED ROAD",-87.7657719612,2,30,IMPROPER TURNING/NO SIGNAL,UNKNOWN,DRY,IMPROPER OVERTAKING/PASSING,N,2259,STOP SIGN/FLASHER,DIVIDED - W/MEDIAN (NOT RAISED),CLEAR,0.0,1.0,1.0,0.0,0.0,1.0,1,2,"[""Y""]","[""Y""]","[""Y""]","[""2025-10-10T21:09:00.000""]","[""2167851"", ""2167852""]","[""FRONT-LEFT-CORNER"", ""FRONT-RIGHT-CORNER""]","[""IL""]","[""BUICK"", ""NISSAN""]","[""STRAIGHT AHEAD"", ""TURNING LEFT""]","[""LACROSSE"", ""ROGUE""]","[""1"", ""3""]","[""N"", ""NE""]","[""1"", ""2""]","[""DRIVER""]","[""UNKNOWN""]","[""2066488"", ""2066491""]","[""PASSENGER""]","[""UNKNOWN/NA""]","[""2013""]","[""Y""]","[""Y""]","[""Y""]","[""all zions towing llc""]","[""Y""]",[],[],[],"[""Y""]",[],"[""2""]",[],[],"[""Y""]",[],"[""1618 n cicero ave""]","['47', '48']","[""DEPLOYMENT UNKNOWN""]","[""TEST NOT OFFERED""]","[""KENOSHA"", ""WAUKEGAN""]","[""2025-10-10T21:09:00.000""]","[""IMPROPER TURN"", ""UNKNOWN""]","[""UNKNOWN""]",[],"[""WI""]","[""NONE""]","[""COMMUNITY FIRST""]","[""O2167851"", ""O2167852"", ""P478317"", ""P478318""]","[""DRIVER"", ""PASSENGER""]","[""UNKNOWN""]","[""USAGE UNKNOWN""]","[""F""]","[""IL"", ""WI""]","[""2066488"", ""2066491""]","[""53143"", ""60085""]","[""CFD""]","[""3"", ""6""]",[],[],[],"[""63""]",2025,10,21,10,False,evening,41.92,-87.77,41.92_-87.77,47.5,47,48,OTHER,1
STRAIGHT AND LEVEL,533,2025-10-10 21:06:00,6,21,10,56B3EB6DF5D1E9D1A3BC3208A63AF0916C4EC6AA2A6AF9395260FA7E04EC371C28C675D358FE5E4C38005C2C67690439E1D4909477835B2D3DF955D09A031D3F,NO INJURY / DRIVE AWAY,"OVER $1,500",NO CONTROLS,SIDESWIPE OPPOSITE DIRECTION,41.6545368909,"DARKNESS, LIGHTED ROAD",-87.6169388013,2,30,UNABLE TO DETERMINE,UNKNOWN,UNKNOWN,UNABLE TO DETERMINE,S,13251,STOP SIGN/FLASHER,DIVIDED - W/MEDIAN (NOT RAISED),CLEAR,0.0,0.0,0.0,0.0,0.0,1.0,1,1,[],[],[],"[""2025-10-10T21:06:00.000""]","[""2167958"", ""2167959""]","[""FRONT-LEFT-CORNER"", ""SIDE-LEFT""]","[""IL""]","[""HONDA"", ""UNKNOWN""]","[""STRAIGHT AHEAD""]","[""CR-V"", ""OTHER (EXPLAIN IN NARRATIVE)""]","[""1""]","[""N"", ""S""]","[""1"", ""2""]","[""DRIVER""]","[""UNKNOWN""]","[""2066591"", ""2066610""]","[""PASSENGER"", ""UNKNOWN/NA""]","[""COMMERCIAL - MULTI-UNIT"", ""PERSONAL""]","[""2025""]",[],[],"[""Y""]",[],[],"[""Y""]","[""Y""]","[""Y""]","[""Y""]","[""Y""]",[],"[""Y""]",[],[],[],[],['71'],"[""DID NOT DEPLOY""]","[""TEST NOT OFFERED""]","[""CHICAGO""]","[""2025-10-10T21:06:00.000""]","[""UNKNOWN""]","[""UNKNOWN""]","[""D""]","[""IL""]","[""NONE""]",[],"[""O2167958"", ""O2167959""]","[""DRIVER""]","[""UNKNOWN""]","[""USAGE UNKNOWN""]","[""F"", ""M""]","[""IL""]","[""2066591"", ""2066610""]","[""60827""]",[],[],[],[],[],[],2025,10,21,10,False,evening,41.65,-87.62,41.65_-87.62,71.0,71,71,OTHER,0
STRAIGHT AND LEVEL,1713,2025-10-10 21:02:00,6,21,10,9D7F63F4A082D0FE2D4589F60EDB92831A792416948753432089E1281D325F445306DE6A0DE7B371E0D80EF9197BCE32587A8BBCF25A61A3B61CB7FB6D68500F,NO INJURY / DRIVE AWAY,"$501 - $1,500",NO CONTROLS,REAR END,41.9716573472,"DARKNESS, LIGHTED ROAD",-87.7087112503,2,30,UNABLE TO DETERMINE,UNKNOWN,DRY,UNABLE TO DETERMINE,N,4946,TRAFFIC SIGNAL,NOT DIVIDED,CLEAR,0.0,0.0,0.0,0.0,0.0,1.0,1,1,[],[],"[""Y""]","[""2025-10-10T21:02:00.000""]","[""2167800"", ""2167801""]","[""FRONT"", ""REAR""]","[""IL""]","[""CHEVROLET"", ""TOYOTA""]","[""STRAIGHT AHEAD""]","[""OTHER (EXPLAIN IN NARRATIVE)""]","[""1""]","[""S""]","[""1"", ""2""]","[""DRIVER""]","[""UNKNOWN""]","[""2066442"", ""2066444""]","[""PASSENGER"", ""SPORT UTILITY VEHICLE (SUV)""]","[""UNKNOWN/NA""]","[""2017"", ""2022""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""Y""]",[],['35'],"[""DEPLOYED, FRONT"", ""DID NOT DEPLOY""]","[""TEST NOT OFFERED""]","[""CHICAGO""]","[""2025-10-10T21:02:00.000""]","[""UNKNOWN""]","[""UNKNOWN""]","[""D""]","[""IL""]","[""NONE""]",[],"[""O2167800"", ""O2167801""]","[""DRIVER""]","[""UNKNOWN""]","[""SAFETY BELT USED""]","[""F""]","[""IL""]","[""2066442"", ""2066444""]","[""60615"", ""60625""]",[],[],[],[],[],[],2025,10,21,10,False,evening,41.97,-87.71,41.97_-87.71,35.0,35,35,OTHER,0
STRAIGHT AND LEVEL,1214,2025-10-10 21:00:00,6,21,10,B4E0020BC7219604BD4D663D5165737FE81A4C4A0869539563D82019CDEC1FA347240561CABAF54C27E1278D2EB5987777B98E7EF403D3E52CACDD6EE4DAD70B,NO INJURY / DRIVE AWAY,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,41.8891351093,"DARKNESS, LIGHTED ROAD",-87.649051663,2,30,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNKNOWN,DRY,UNABLE TO DETERMINE,W,838,NO CONTROLS,UNKNOWN,CLEAR,0.0,1.0,0.0,0.0,0.0,1.0,2,0,[],[],[],"[""2025-10-10T21:00:00.000""]","[""2167831"", ""2167842""]","[""UNKNOWN""]","[""IL""]","[""DODGE"", ""LEXUS""]","[""PARKED"", ""UNKNOWN/NA""]","[""DURANGO"", ""GS350""]","[""0"", ""1""]","[""UNKNOWN""]","[""1"", ""2""]","[""DRIVER"", ""PARKED""]","[""UNKNOWN""]","[""2066470"", ""2066473""]","[""PASSENGER"", ""SPORT UTILITY VEHICLE (SUV)""]","[""NOT IN USE"", ""UNKNOWN/NA""]","[""2006"", ""2011""]",[],[],[],[],[],"[""Y""]","[""Y""]","[""Y""]",[],[],[],"[""Y""]",[],[],[],[],[],"[""DEPLOYMENT UNKNOWN""]","[""TEST NOT OFFERED""]",[],"[""2025-10-10T21:00:00.000""]","[""OTHER""]","[""UNKNOWN""]",[],[],"[""NONE""]",[],"[""O2167831""]","[""DRIVER""]","[""UNKNOWN""]","[""USAGE UNKNOWN""]","[""X""]",[],"[""2066470""]",[],[],[],[],[],[],[],2025,10,21,10,False,evening,41.89,-87.65,41.89_-87.65,0.0,0,0,OTHER,0
STRAIGHT AND LEVEL,1631,2025-10-10 20:35:00,6,20,10,9400F47950314A82E9FFCA85EED0B1A10A60DD25A1D5EA6910EB5C7DD5AAF90CEA588780F2CFD8E11996881CCEFD3C1672B824987B2448A820045DE4EC16978C,NO INJURY / DRIVE AWAY,$500 OR LESS,NO CONTROLS,REAR END,41.9476755906,"DARKNESS, LIGHTED ROAD",-87.8072365982,3,30,DISTRACTION - FROM INSIDE VEHICLE,NO DEFECTS,DRY,FOLLOWING TOO CLOSELY,N,3730,NO CONTROLS,DIVIDED - W/MEDIAN (NOT RAISED),CLEAR,0.0,0.0,0.0,1.0,0.0,1.0,1,3,[],[],"[""Y""]","[""2025-10-10T20:35:00.000""]","[""2167764"", ""2167765"", ""2167766""]","[""FRONT"", ""REAR""]","[""IL""]","[""HYUNDAI"", ""LEXUS"", ""SATURN""]","[""STRAIGHT AHEAD""]","[""ELANTRA"", ""ION"", ""RX300""]","[""1""]","[""S""]","[""1"", ""2"", ""3""]","[""DRIVER""]","[""NONE"", ""UNKNOWN""]","[""2066400"", ""2066402"", ""2066404""]","[""PASSENGER""]","[""PERSONAL""]","[""2003"", ""2007"", ""2015""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""Y""]",[],"['30', '43', '68']","[""DID NOT DEPLOY"", ""NOT APPLICABLE""]","[""TEST NOT OFFERED""]","[""BERWYN"", ""CHICAGO"", ""OAK PARK""]","[""2025-10-10T20:35:00.000""]","[""FOLLOWED TOO CLOSELY"", ""NONE""]","[""NOT OBSCURED"", ""UNKNOWN""]","[""D""]","[""IL""]","[""NONE""]",[],"[""O2167764"", ""O2167765"", ""O2167766""]","[""DRIVER""]","[""NORMAL""]","[""USAGE UNKNOWN""]","[""F""]","[""IL""]","[""2066400"", ""2066402"", ""2066404""]","[""60302"", ""60402"", ""60634""]",[],[],[],[],[],[],2025,10,20,10,False,evening,41.95,-87.81,41.95_-87.81,47.0,30,68,DISTRACTION/INATTENTION,0
STRAIGHT AND LEVEL,334,2025-10-10 20:30:00,6,20,10,BBEBBFDB3B34971A0AE6667A47511F3C6276F4C550CA5E3E3B044B7C0BDF8B68F91B6E74C8B10E7ADD00ECA78BDCA40E4185116B131563C377A57802E4F41EED,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",FUNCTIONING PROPERLY,ANGLE,41.7609694014,"DARKNESS, LIGHTED ROAD",-87.5619514323,2,30,DISREGARDING STOP SIGN,UNKNOWN,DRY,FAILING TO REDUCE SPEED TO AVOID CRASH,E,2530,STOP SIGN/FLASHER,TRAFFIC ROUTE,CLEAR,0.0,0.0,1.0,0.0,0.0,1.0,1,2,"[""Y""]",[],"[""Y""]","[""2025-10-10T20:30:00.000""]","[""2167785"", ""2167786""]","[""FRONT""]","[""IL""]","[""DODGE"", ""JEEP""]","[""STRAIGHT AHEAD""]","[""CHEROKEE"", ""JOURNEY""]","[""1""]","[""E"", ""S""]","[""1"", ""2""]","[""DRIVER""]","[""NONE"", ""UNKNOWN""]","[""2066427"", ""2066430""]","[""PASSENGER""]","[""PERSONAL""]","[""2009"", ""2016""]",[],[],"[""Y""]","[""PRIVATE""]","[""Y""]",[],[],[],"[""Y""]",[],[],[],[],[],"[""Y""]","[""PRIVATE""]","['19', '47']","[""DEPLOYED, FRONT"", ""DEPLOYMENT UNKNOWN""]","[""TEST NOT OFFERED""]","[""CHICAGO""]","[""2025-10-10T20:30:00.000""]","[""FAILED TO YIELD"", ""NONE""]","[""NOT OBSCURED""]","[""D""]","[""IL""]","[""NONE""]","[""SOUTH SHORE HOSPITAL""]","[""O2167785"", ""O2167786""]","[""DRIVER""]","[""NORMAL""]","[""SAFETY BELT USED""]","[""F""]","[""IL""]","[""2066427"", ""2066430""]","[""60649""]","[""CFD AMB 25""]",[],[],[],[],[],2025,10,20,10,False,evening,41.76,-87.56,41.76_-87.56,33.0,19,47,OTHER,1
STRAIGHT AND LEVEL,1222,2025-10-10 20:30:00,6,20,10,12A60E43DD5D5AEE798F8A9B3C22D20F080F9C0C6ABA63C6C6F37236535EF6F1E0813323B568C0CB867C1E127A529F50FF03EE4052BD5643EEE2C56E0506A0C2,NO INJURY / DRIVE AWAY,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,41.8854240583,"DARKNESS, LIGHTED ROAD",-87.6866948615,2,30,IMPROPER TURNING/NO SIGNAL,NO DEFECTS,DRY,UNABLE TO DETERMINE,N,226,STOP SIGN/FLASHER,NOT DIVIDED,CLEAR,0.0,1.0,0.0,0.0,0.0,1.0,2,0,[],[],[],"[""2025-10-10T20:30:00.000""]","[""2167859"", ""2167860""]","[""FRONT-LEFT-CORNER""]","[""IN"", ""XX""]","[""TOYOTA"", ""UNKNOWN""]","[""PARKED"", ""TURNING RIGHT""]","[""CAMRY"", ""OTHER (EXPLAIN IN NARRATIVE)""]","[""0"", ""1""]","[""S"", ""W""]","[""1"", ""2""]","[""DRIVER"", ""PARKED""]","[""NONE"", ""UNKNOWN""]","[""2066494"", ""2066496""]","[""PASSENGER"", ""SPORT UTILITY VEHICLE (SUV)""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""2025""]",[],[],"[""Y""]",[],[],[],[],[],"[""Y""]",[],[],[],[],[],[],[],[],"[""DEPLOYMENT UNKNOWN""]","[""TEST NOT OFFERED""]","[""UNKNOWN""]","[""2025-10-10T20:30:00.000""]","[""IMPROPER TURN""]","[""UNKNOWN""]",[],"[""XX""]","[""UNKNOWN""]",[],"[""O2167859""]","[""DRIVER""]","[""UNKNOWN""]","[""USAGE UNKNOWN""]","[""F""]","[""XX""]","[""2066496""]",[],[],[],[],[],[],[],2025,10,20,10,False,evening,41.89,-87.69,41.89_-87.69,0.0,0,0,OTHER,0
