alignment,beat_of_occurrence,crash_date,crash_day_of_week,crash_hour,crash_month,crash_record_id,crash_type,damage,date_police_notified,device_condition,first_crash_type,hit_and_run_i,injuries_fatal,injuries_incapacitating,injuries_no_indication,injuries_non_incapacitating,injuries_reported_not_evident,injuries_total,injuries_unknown,latitude,lighting_condition,longitude,most_severe_injury,num_units,posted_speed_limit,prim_contributory_cause,report_type,road_defect,roadway_surface_cond,sec_contributory_cause,street_direction,street_name,street_no,traffic_control_device,trafficway_type,weather_condition,intersection_related_i,crash_date_est_i,private_property_i,statements_taken_i,photos_taken_i,work_zone_i,veh_count,ppl_count,location_json,veh_first_contact_point_list_json,veh_maneuver_list_json,veh_towed_i_list_json,veh_travel_direction_list_json,veh_unit_type_list_json,veh_vehicle_defect_list_json,veh_vehicle_use_list_json,veh_vehicle_year_list_json,ppl_age_list_json,ppl_airbag_deployed_list_json,ppl_ejection_list_json,ppl_injury_classification_list_json,ppl_person_type_list_json,ppl_safety_equipment_list_json,ppl_sex_list_json,ppl_seat_no_list_json
STRAIGHT AND LEVEL,1021,2025-09-24T12:59:00.000,4,12,9,b3411af7d17a86d0b8fd05f3448eccfed8648cc8749366fec314ba3701f87144a10f915e1a835bb936773990b69110321528c3fe262af11a32015828cd1857a8,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-24T15:15:00.000,UNKNOWN,PARKED MOTOR VEHICLE,Y,0,0,1,0,0,0,0,41.8629868349,DAYLIGHT,-87.7130061514,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,NOT ON SCENE (DESK REPORT),UNKNOWN,DRY,NOT APPLICABLE,W,DOUGLAS BLVD,3500,NO CONTROLS,NOT DIVIDED,CLEAR,,,,,,,2,1,"{""coordinates"": [-87.71300615143, 41.862986834879], ""type"": ""Point""}","[""FRONT"", ""REAR""]","[""PARKED"", ""UNKNOWN/NA""]",[],"[""W""]","[""DRIVER"", ""PARKED""]","[""OTHER"", ""UNKNOWN""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""2017""]",[],"[""DEPLOYMENT UNKNOWN""]","[""UNKNOWN""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""USAGE UNKNOWN""]","[""X""]",[]
STRAIGHT AND LEVEL,813,2025-09-24T13:25:00.000,4,13,9,0dae3747e631b4cd9767527bdd1c5d672c6d15476ce303ee4329c62cd9c84f59c3e91a05027b2b2ae39befa9c6b517660d8a73cfcbebdce3a7d31db71b7e4dcf,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-24T15:45:00.000,NO CONTROLS,ANGLE,,0,0,2,0,0,0,0,41.7756633676,DAYLIGHT,-87.7423278111,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,NOT ON SCENE (DESK REPORT),NO DEFECTS,DRY,UNABLE TO DETERMINE,S,CICERO AVE,6430,NO CONTROLS,NOT DIVIDED,CLEAR,,,,,,Y,2,2,"{""coordinates"": [-87.742327811139, 41.775663367554], ""type"": ""Point""}","[""FRONT"", ""SIDE-LEFT""]","[""SLOW/STOP IN TRAFFIC"", ""STRAIGHT AHEAD""]",[],"[""E"", ""S""]","[""DRIVER""]","[""UNKNOWN""]","[""UNKNOWN/NA""]","[""2012"", ""2024""]","[""17"", ""47""]","[""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""SAFETY BELT USED""]","[""F"", ""M""]",[]
STRAIGHT AND LEVEL,1022,2025-09-24T13:27:00.000,4,13,9,6897851d2ba31c6a018f4d37c82d6aa68252165cfa983eafcedfe96fbbbf5eaa5c08252542a6b0b37eccedab641523b8ebd96c49fd542289e2a16d050828d4a2,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-24T14:33:00.000,NO CONTROLS,REAR TO SIDE,Y,0,0,2,0,0,0,0,41.8554028935,DAYLIGHT,-87.6987075449,NO INDICATION OF INJURY,2,30,IMPROPER BACKING,NOT ON SCENE (DESK REPORT),NO DEFECTS,DRY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,W,19TH ST,2875,NO CONTROLS,NOT DIVIDED,CLEAR,,,,,,,2,2,"{""coordinates"": [-87.698707544873, 41.8554028935], ""type"": ""Point""}","[""REAR"", ""UNKNOWN""]","[""BACKING""]",[],"[""UNKNOWN""]","[""DRIVER""]","[""UNKNOWN""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""2014""]","[""36""]","[""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""NONE PRESENT"", ""SAFETY BELT USED""]","[""F"", ""X""]",[]
STRAIGHT AND LEVEL,834,2025-09-24T13:30:00.000,4,13,9,2f06ec5bcd24b23f507eb5a823a6612a97993bf61efd6faaecbd3d3519a69e4de47a9c7eb43f983bfe2aa5491c1519935b8816a839011207b9ad4059f0df9081,INJURY AND / OR TOW DUE TO CRASH,"$501 - $1,500",2025-09-24T14:50:00.000,NO CONTROLS,REAR END,,0,0,3,1,0,1,0,41.7409110654,DAYLIGHT,-87.7409228594,NONINCAPACITATING INJURY,2,30,FOLLOWING TOO CLOSELY,NOT ON SCENE (DESK REPORT),NO DEFECTS,DRY,NOT APPLICABLE,S,CICERO AVE,8333,NO CONTROLS,NOT DIVIDED,CLEAR,,,,,,,2,4,"{""coordinates"": [-87.740922859385, 41.740911065365], ""type"": ""Point""}","[""FRONT"", ""REAR""]","[""SLOW/STOP IN TRAFFIC"", ""STRAIGHT AHEAD""]",[],"[""S""]","[""DRIVER""]","[""NONE"", ""WINDOWS""]","[""PERSONAL""]","[""2014"", ""2018""]","[""18"", ""40""]","[""DID NOT DEPLOY"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY"", ""NONINCAPACITATING INJURY""]","[""DRIVER"", ""PASSENGER""]","[""SAFETY BELT NOT USED"", ""SAFETY BELT USED""]","[""F"", ""M""]","[""3""]"
STRAIGHT AND LEVEL,2523,2025-09-24T13:30:00.000,4,13,9,af362e8a011d087274cf52611911afc00bbe95b646fd65c6a42eed7626b7e3b6dcb13ee6b55a8addcd3e61df1d97760a1baeb6f51452558249ce8cc6ba379bfa,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-24T14:42:00.000,NO CONTROLS,PARKED MOTOR VEHICLE,,0,0,1,0,0,0,0,41.9389378282,DAYLIGHT,-87.7308379525,NO INDICATION OF INJURY,2,30,NOT APPLICABLE,ON SCENE,NO DEFECTS,DRY,NOT APPLICABLE,W,BELMONT AVE,4131,NO CONTROLS,DIVIDED - W/MEDIAN (NOT RAISED),CLEAR,,,,,,,2,1,"{""coordinates"": [-87.73083795252, 41.938937828157], ""type"": ""Point""}","[""FRONT-LEFT-CORNER"", ""NONE""]","[""OTHER"", ""PARKED""]",[],"[""E"", ""UNKNOWN""]","[""DRIVER"", ""PARKED""]","[""NONE""]","[""PERSONAL""]","[""2014"", ""2025""]","[""58""]","[""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""USAGE UNKNOWN""]","[""M""]",[]
STRAIGHT AND LEVEL,222,2025-09-24T13:40:00.000,4,13,9,3a34e192305c44a1bd382e0bd6339c33b80aff9c26c5e8013d12439aa4b9f24531034ba7b222a4a18cb1df0d76598da7bb3637c311812ee16f22250a7ab37fcd,INJURY AND / OR TOW DUE TO CRASH,"$501 - $1,500",2025-09-24T13:45:00.000,FUNCTIONING PROPERLY,PEDESTRIAN,,0,0,1,1,0,1,0,41.8025663687,DAYLIGHT,-87.5890937668,NONINCAPACITATING INJURY,2,30,FAILING TO YIELD RIGHT-OF-WAY,ON SCENE,NO DEFECTS,DRY,NOT APPLICABLE,E,HYDE PARK BLVD,1500,PEDESTRIAN CROSSING SIGN,NOT DIVIDED,CLEAR,Y,,,,,,2,2,"{""coordinates"": [-87.589093766838, 41.802566368684], ""type"": ""Point""}","[""FRONT""]","[""STRAIGHT AHEAD""]",[],"[""W""]","[""DRIVER"", ""PEDESTRIAN""]","[""NONE""]","[""PERSONAL""]","[""2013""]","[""16"", ""73""]","[""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY"", ""NONINCAPACITATING INJURY""]","[""DRIVER"", ""PEDESTRIAN""]","[""NONE PRESENT"", ""SAFETY BELT USED""]","[""F"", ""M""]",[]
STRAIGHT AND LEVEL,1031,2025-09-24T13:40:00.000,4,13,9,8cacbf991d1628c6c6bd58affa656669ff34447f425401eb061cffe269d68f139369358660a295895e6c96be3c49663d0f4dada69fd6325bb644946eb192a36a,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-24T15:13:00.000,NO CONTROLS,REAR END,,0,0,2,0,0,0,0,41.8318261911,DAYLIGHT,-87.724389831,NO INDICATION OF INJURY,2,30,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT ON SCENE (DESK REPORT),NO DEFECTS,DRY,DISTRACTION - FROM INSIDE VEHICLE,S,PULASKI RD,3400,NO CONTROLS,NOT DIVIDED,CLEAR,,,,,,,2,2,"{""coordinates"": [-87.724389831033, 41.831826191067], ""type"": ""Point""}","[""FRONT"", ""REAR""]","[""STRAIGHT AHEAD""]",[],"[""S""]","[""DRIVER""]","[""NONE"", ""UNKNOWN""]","[""PERSONAL""]","[""2015"", ""2025""]","[""27"", ""29""]","[""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""USAGE UNKNOWN""]","[""F"", ""M""]",[]
STRAIGHT AND LEVEL,2413,2025-09-24T13:40:00.000,4,13,9,b26c0096cb925b330e7bae5bd45062d3f98502ce40feb29ad85c990e4b36cec7354918e18f85e8b324707de4dfd3577653a3767021e67a295b1cadef680b1e5e,NO INJURY / DRIVE AWAY,"$501 - $1,500",2025-09-24T15:30:00.000,FUNCTIONING PROPERLY,SIDESWIPE SAME DIRECTION,,0,0,3,0,0,0,0,41.995579197,DAYLIGHT,-87.675876884,NO INDICATION OF INJURY,2,30,FAILING TO YIELD RIGHT-OF-WAY,NOT ON SCENE (DESK REPORT),NO DEFECTS,DRY,NOT APPLICABLE,N,RIDGE AVE,6300,TRAFFIC SIGNAL,NOT DIVIDED,CLEAR,Y,,,,,,2,3,"{""coordinates"": [-87.675876883986, 41.995579196996], ""type"": ""Point""}","[""FRONT"", ""SIDE-RIGHT""]","[""ENTERING TRAFFIC LANE FROM PARKING"", ""STRAIGHT AHEAD""]",[],"[""S""]","[""DRIVER""]","[""NONE""]","[""PERSONAL"", ""RIDESHARE SERVICE""]","[""2004"", ""2024""]","[""48"", ""69""]","[""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER"", ""PASSENGER""]","[""SAFETY BELT USED""]","[""F"", ""M""]","[""4""]"
STRAIGHT AND LEVEL,1111,2025-09-24T13:55:00.000,4,13,9,2b70884bec9d0e30244c2517bcfd4a8fa86f265d43aae166043fc8a6712717ee7a13ebf3f811a7117250781cc8c54427d8aab9ef99c4dbc5c1e9b612dbdc0c86,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-09-24T15:00:00.000,FUNCTIONING PROPERLY,TURNING,Y,0,0,3,0,0,0,0,41.8948959733,DAYLIGHT,-87.7456903499,NO INDICATION OF INJURY,2,35,NOT APPLICABLE,ON SCENE,NO DEFECTS,DRY,NOT APPLICABLE,W,CHICAGO AVE,4799,TRAFFIC SIGNAL,NOT DIVIDED,CLEAR,Y,,,,,,2,3,"{""coordinates"": [-87.745690349897, 41.894895973301], ""type"": ""Point""}","[""FRONT-LEFT-CORNER"", ""UNKNOWN""]","[""STRAIGHT AHEAD"", ""TURNING LEFT""]","[""Y""]","[""N"", ""S""]","[""DRIVER""]","[""NONE"", ""UNKNOWN""]","[""UNKNOWN/NA""]","[""2020""]","[""30"", ""54""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE"", ""UNKNOWN""]","[""NO INDICATION OF INJURY""]","[""DRIVER"", ""PASSENGER""]","[""USAGE UNKNOWN""]","[""M""]","[""3""]"
STRAIGHT AND LEVEL,813,2025-09-24T14:00:00.000,4,14,9,a48f72da935f2afb304be3c4bd1420f93baf677920e9b981ee2be7ab101d49e5fdbfc4a8e08a5d221a349c4a39ea50d930b8bf6b461d25bc800242a43e9ffc5b,NO INJURY / DRIVE AWAY,"$501 - $1,500",2025-09-24T15:50:00.000,NO CONTROLS,SIDESWIPE SAME DIRECTION,,0,0,2,0,0,0,0,41.7760672168,DAYLIGHT,-87.7420544757,NO INDICATION OF INJURY,2,30,IMPROPER OVERTAKING/PASSING,NOT ON SCENE (DESK REPORT),NO DEFECTS,DRY,NOT APPLICABLE,S,CICERO AVE,6417,NO CONTROLS,NOT DIVIDED,CLEAR,,,,,,,2,2,"{""coordinates"": [-87.742054475665, 41.776067216812], ""type"": ""Point""}","[""REAR-RIGHT-CORNER"", ""UNKNOWN""]","[""CHANGING LANES"", ""STRAIGHT AHEAD""]",[],"[""N""]","[""DRIVER""]","[""NONE""]","[""OTHER"", ""PERSONAL""]","[""1999"", ""2025""]","[""21"", ""64""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""SAFETY BELT USED""]","[""F"", ""M""]",[]
STRAIGHT AND LEVEL,2521,2025-09-24T14:04:00.000,4,14,9,c0482503a98635cc7f8367863651f2426d6a0a6e2baf16b2102d8d17b41d41719ba3161f1c4aab1c558f5f0fdf0ec6fea60c509cc0c433e7302ec0f59973cb52,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-09-24T14:04:00.000,NO CONTROLS,ANGLE,,0,0,2,0,0,0,0,41.9321621081,DAYLIGHT,-87.7467634173,NO INDICATION OF INJURY,2,25,UNABLE TO DETERMINE,ON SCENE,NO DEFECTS,DRY,UNABLE TO DETERMINE,N,CICERO AVE,2820,NO CONTROLS,NOT DIVIDED,CLEAR,,,,,,,2,2,"{""coordinates"": [-87.746763417264, 41.93216210811], ""type"": ""Point""}","[""FRONT"", ""REAR-LEFT-CORNER""]","[""STRAIGHT AHEAD""]","[""Y""]","[""E"", ""S""]","[""DRIVER""]","[""NONE""]","[""PERSONAL""]","[""2006"", ""2025""]","[""20"", ""26""]","[""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""SAFETY BELT USED""]","[""F"", ""M""]",[]
"CURVE, LEVEL",222,2025-09-24T14:10:00.000,4,14,9,27e7c0a77fc304fb87b8c3dbd8920c4f81a00356ac25e003ba74d5cd3f3a9d22d032d3ae929ecbd0036f7e17289e3a7d617f00ed90c6d11bede8bd74d72e49b4,NO INJURY / DRIVE AWAY,$500 OR LESS,2025-09-24T14:10:00.000,NO CONTROLS,PARKED MOTOR VEHICLE,,0,0,1,0,0,0,0,41.8072543927,DAYLIGHT,-87.5866743554,NO INDICATION OF INJURY,2,15,UNABLE TO DETERMINE,NOT ON SCENE (DESK REPORT),UNKNOWN,UNKNOWN,UNABLE TO DETERMINE,S,CHICAGO BEACH DR,4800,NO CONTROLS,PARKING LOT,CLEAR,,,,,,,2,1,"{""coordinates"": [-87.58667435538, 41.807254392729], ""type"": ""Point""}","[""FRONT-LEFT-CORNER"", ""SIDE-RIGHT""]","[""PARKED"", ""STRAIGHT AHEAD""]",[],"[""S""]","[""DRIVER"", ""PARKED""]","[""UNKNOWN""]","[""COMMERCIAL - SINGLE UNIT""]","[""2017"", ""2020""]",[],"[""DEPLOYMENT UNKNOWN""]","[""UNKNOWN""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""USAGE UNKNOWN""]","[""M""]",[]
STRAIGHT AND LEVEL,1914,2025-09-24T14:20:00.000,4,14,9,e15223fb01d26393f92ced98f5c2087a27cfc4bca6cae124878205434268f2d8afb281083c70b6649c1858331c5ef3e65a43b669f4aa8316b445729e3a51ac3a,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-24T16:00:00.000,NO CONTROLS,REAR END,,0,0,2,0,0,0,0,41.9630080975,DAYLIGHT,-87.6546130695,NO INDICATION OF INJURY,2,30,FOLLOWING TOO CLOSELY,NOT ON SCENE (DESK REPORT),NO DEFECTS,DRY,FOLLOWING TOO CLOSELY,N,SHERIDAN RD,4443,NO CONTROLS,NOT DIVIDED,CLEAR,,,,,,,2,2,"{""coordinates"": [-87.654613069468, 41.963008097498], ""type"": ""Point""}","[""FRONT-RIGHT-CORNER"", ""REAR-LEFT-CORNER""]","[""STRAIGHT AHEAD""]",[],"[""E""]","[""DRIVER""]","[""NONE""]","[""PERSONAL""]",[],"[""41""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""SAFETY BELT USED"", ""USAGE UNKNOWN""]","[""M""]",[]
STRAIGHT AND LEVEL,1223,2025-09-24T14:25:00.000,4,14,9,a0838bcac30674afe3f17cad423e06efc0943898feaee446b3d538c17b97e7be6e764e8fe18389918c6c8bdfb1914a3eaf3692beec1bec441e077a6709bbdeaa,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-24T14:50:00.000,FUNCTIONING PROPERLY,SIDESWIPE SAME DIRECTION,,0,0,2,0,0,0,0,41.8814421599,DAYLIGHT,-87.6754949659,NO INDICATION OF INJURY,2,30,FAILING TO YIELD RIGHT-OF-WAY,NOT ON SCENE (DESK REPORT),NO DEFECTS,DRY,FAILING TO YIELD RIGHT-OF-WAY,W,MADISON ST,1930,TRAFFIC SIGNAL,FOUR WAY,CLEAR,Y,,,,,,2,2,"{""coordinates"": [-87.675494965886, 41.881442159908], ""type"": ""Point""}","[""SIDE-LEFT"", ""SIDE-RIGHT""]","[""STRAIGHT AHEAD""]",[],"[""N""]","[""DRIVER""]","[""NONE"", ""UNKNOWN""]","[""PERSONAL""]","[""2017"", ""2022""]","[""33"", ""51""]","[""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""USAGE UNKNOWN""]","[""F"", ""M""]",[]
STRAIGHT AND LEVEL,1224,2025-09-24T14:30:00.000,4,14,9,1d509c3cc0f11478d17c30c86d4252406517c2c9d01ee1d0f1c816d4a6ed8429ea9b7406210d2123cc7dafb8a9c541d0a6b84472d7d241393a74195b2a0d4f0e,INJURY AND / OR TOW DUE TO CRASH,$500 OR LESS,2025-09-24T16:12:00.000,UNKNOWN,PEDALCYCLIST,Y,0,0,1,1,0,1,0,41.8843661098,DAYLIGHT,-87.6559791859,NONINCAPACITATING INJURY,2,35,IMPROPER BACKING,ON SCENE,UNKNOWN,UNKNOWN,NOT APPLICABLE,W,RANDOLPH ST,1140,TRAFFIC SIGNAL,NOT DIVIDED,CLOUDY/OVERCAST,,,,,,,2,2,"{""coordinates"": [-87.655979185862, 41.884366109809], ""type"": ""Point""}","[""REAR""]","[""BACKING""]",[],"[""W""]","[""BICYCLE"", ""DRIVER""]","[""UNKNOWN""]","[""UNKNOWN/NA""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY"", ""NONINCAPACITATING INJURY""]","[""BICYCLE"", ""DRIVER""]","[""BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY)"", ""USAGE UNKNOWN""]","[""M""]",[]
STRAIGHT AND LEVEL,2213,2025-09-24T14:30:00.000,4,14,9,774ae7891869f83f2004231a4ce2bd6fb22f29d865dddac79e25896144eb1cb4c4af2df3fbc064caa88bd9859ea3a3912cc8edc8c6658cd9396bcaa5ea2ea644,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-09-24T15:11:00.000,FUNCTIONING PROPERLY,ANGLE,,0,0,1,1,0,1,0,41.7136534733,DAYLIGHT,-87.675935129,NONINCAPACITATING INJURY,2,30,FAILING TO YIELD RIGHT-OF-WAY,ON SCENE,NO DEFECTS,DRY,UNABLE TO DETERMINE,S,HAMILTON AVE,9900,STOP SIGN/FLASHER,NOT DIVIDED,CLEAR,Y,,,,,,2,2,"{""coordinates"": [-87.675935129027, 41.713653473305], ""type"": ""Point""}","[""FRONT-LEFT-CORNER"", ""FRONT-RIGHT-CORNER""]","[""STRAIGHT AHEAD""]","[""Y""]","[""E"", ""S""]","[""DRIVER""]","[""UNKNOWN""]","[""PERSONAL""]","[""2012"", ""2022""]","[""16"", ""81""]","[""DEPLOYED, SIDE"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY"", ""NONINCAPACITATING INJURY""]","[""DRIVER""]","[""USAGE UNKNOWN""]","[""F"", ""M""]",[]
STRAIGHT AND LEVEL,213,2025-09-24T14:37:00.000,4,14,9,64a26784354bdc273f0164c695c6da47597786f37ef05a1ae23d530c0817f7f2a03bdb01bd425d592fccf19312d73bdcfbaba2a20671581f189c553131f74fea,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-24T15:25:00.000,NO CONTROLS,PARKED MOTOR VEHICLE,Y,0,0,1,0,0,0,0,41.8292657739,DAYLIGHT,-87.6281721087,NO INDICATION OF INJURY,2,20,UNABLE TO DETERMINE,NOT ON SCENE (DESK REPORT),NO DEFECTS,DRY,NOT APPLICABLE,W,36TH ST,44,NO CONTROLS,NOT DIVIDED,CLEAR,,,,,,,2,1,"{""coordinates"": [-87.62817210872, 41.829265773929], ""type"": ""Point""}","[""REAR"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]",[],"[""W""]","[""DRIVER"", ""PARKED""]","[""UNKNOWN""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""2006"", ""2025""]",[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""USAGE UNKNOWN""]","[""X""]",[]
STRAIGHT AND LEVEL,2013,2025-09-24T14:40:00.000,4,14,9,175babc831066a26b256de939dac9a9c6a1e0a8d187a8e8d88d3e9505ad7d003883abb150d94ec3dede3017f9725f84a5e93bd42f66b5991b07df6882f9652c0,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-24T14:42:00.000,NO CONTROLS,TURNING,,0,0,2,0,0,0,0,41.9835780709,DAYLIGHT,-87.6602278049,NO INDICATION OF INJURY,2,25,FAILING TO YIELD RIGHT-OF-WAY,ON SCENE,NO DEFECTS,DRY,UNABLE TO DETERMINE,N,RIDGE AVE,5600,NO CONTROLS,DIVIDED - W/MEDIAN (NOT RAISED),CLEAR,,N,,,,,2,2,"{""coordinates"": [-87.660227804932, 41.983578070853], ""type"": ""Point""}","[""FRONT"", ""SIDE-RIGHT""]","[""STRAIGHT AHEAD"", ""TURNING LEFT""]",[],"[""SW"", ""W""]","[""DRIVER""]","[""UNKNOWN""]","[""PERSONAL""]","[""2008"", ""2018""]","[""22"", ""46""]","[""DEPLOYED, SIDE"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""SAFETY BELT USED""]","[""F"", ""M""]",[]
STRAIGHT AND LEVEL,1023,2025-09-24T14:40:00.000,4,14,9,b8c8ab41f489e1a6cf1f4e03041064f8332819e2c70cf9edd2b26ad5f61084ef330583fd19966e1160cbbaa103b1434043319342bccd6bc8b8dba37782e98c5b,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-24T15:15:00.000,NO CONTROLS,TURNING,,0,0,2,0,0,0,0,41.866409832,DAYLIGHT,-87.695092858,NO INDICATION OF INJURY,2,25,UNABLE TO DETERMINE,NOT ON SCENE (DESK REPORT),NO DEFECTS,DRY,UNABLE TO DETERMINE,W,ROOSEVELT RD,2741,NO CONTROLS,NOT DIVIDED,CLEAR,N,,,,,,2,1,"{""coordinates"": [-87.695092857966, 41.866409832041], ""type"": ""Point""}","[""FRONT-RIGHT-CORNER"", ""SIDE-RIGHT-REAR""]","[""STRAIGHT AHEAD"", ""TURNING RIGHT""]",[],"[""W""]","[""DRIVER""]","[""NONE""]","[""PERSONAL""]","[""2015"", ""2024""]","[""31""]","[""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""SAFETY BELT USED""]","[""F""]",[]
STRAIGHT AND LEVEL,124,2025-09-24T14:50:00.000,4,14,9,7ec74449e15b7f89e5e1190d25725a063e22e670e209d34bc6174af9ec723fb9eeec312bc384f86e4e89053103abfec78207c6223d7daa12aba7c293913aa1c6,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-09-24T15:15:00.000,FUNCTIONING PROPERLY,ANGLE,Y,0,0,1,1,0,1,0,41.8673229935,DAYLIGHT,-87.642654233,NONINCAPACITATING INJURY,2,30,DISREGARDING TRAFFIC SIGNALS,ON SCENE,NO DEFECTS,DRY,FAILING TO REDUCE SPEED TO AVOID CRASH,W,ROOSEVELT RD,610,TRAFFIC SIGNAL,FOUR WAY,CLEAR,Y,,,,,,2,2,"{""coordinates"": [-87.642654233008, 41.867322993493], ""type"": ""Point""}","[""FRONT"", ""REAR-RIGHT-CORNER""]","[""STRAIGHT AHEAD""]","[""Y""]","[""N"", ""W""]","[""DRIVER""]","[""NONE"", ""UNKNOWN""]","[""PERSONAL""]","[""2025""]","[""68""]","[""DEPLOYED, FRONT"", ""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY"", ""NONINCAPACITATING INJURY""]","[""DRIVER""]","[""SAFETY BELT USED"", ""USAGE UNKNOWN""]","[""M"", ""X""]",[]
STRAIGHT AND LEVEL,1624,2025-09-24T14:53:00.000,4,14,9,df96a51f8876597aa3458bd9c5f10e818c7263eac707361b0ccbd55643a142d1f7a415d8c7702142940e210f147cc6b6ee1ae1c81d6badbf5b8230a552c87eac,NO INJURY / DRIVE AWAY,"$501 - $1,500",2025-09-24T15:30:00.000,NO CONTROLS,REAR END,Y,0,0,3,0,0,0,0,41.9534062511,DAYLIGHT,-87.7572758871,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,NOT ON SCENE (DESK REPORT),NO DEFECTS,DRY,UNABLE TO DETERMINE,W,IRVING PARK RD,5200,TRAFFIC SIGNAL,DIVIDED - W/MEDIAN (NOT RAISED),CLEAR,,,,,,,2,3,"{""coordinates"": [-87.757275887138, 41.953406251096], ""type"": ""Point""}","[""REAR"", ""UNKNOWN""]","[""STRAIGHT AHEAD""]",[],"[""W""]","[""DRIVER""]","[""NONE"", ""UNKNOWN""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""2014""]","[""41""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER"", ""PASSENGER""]","[""SAFETY BELT USED"", ""USAGE UNKNOWN""]","[""F"", ""M""]","[""3""]"
